book_name,chapter,verse,potential_difference_verse,text,,,
1 Kings,13,4,True,"And it came to pass when king Jeroboam heard the words of the man of God who called on the altar that was in Bæthel, that the king stretched forth his hand from the altar, saying, Take hold of him. And, behold, his hand, which he stretched forth against him, withered, and he could not draw it back to himself.",,,
1 Kings,13,6,True,"And king Jeroboam said to the man of God, Intreat the Lord thy God, and let my hand be restored to me. And the man of God intreated the Lord, and he restored the king's hand to him, and it became as before.",,,
1 Kings,13,9,True,"Eat no bread, and drink no water, and return not by the way by which thou camest.",,,
1 Kings,13,11,True,"And there dwelt an old prophet in Bæthel; and his sons came and told him all the works that the man of God did on that day in Bæthel, and the words which he spoke to the king: and they turned the face of their father.",,,
1 Kings,13,12,True,"And their father spoke to them, saying, Which way went he? and his sons shew him the way by which the man of God who came out of Juda went up.",,,
1 Kings,13,14,True,"and went after the man of God, and found him sitting under an oak: and he said to him, Art thou the man of God that came out of Juda? And he said to him, I am .",,,
1 Kings,13,15,True,"And he said to him, Come with me, and eat bread.",,,
1 Kings,13,16,True,"And he said, I shall not by any means be able to return with thee, neither will I eat bread, neither will I drink water in this place.",,,
1 Kings,13,17,True,"For thus the Lord commanded me by word, saying, Eat not bread there, and drink not water, and return not thither by the way by which thou camest.",,,
1 Kings,13,19,True,"And he brought him back, and he ate bread and drank water in his house.",,,
1 Kings,13,21,True,"and he spoke to the man of God that came out of Juda, saying, Thus saith the Lord, Because thou hast resisted the word of the Lord, and hast not kept the commandment which the Lord thy God commanded thee,",,,
1 Kings,13,22,True,"but hast returned, and eaten bread and drunk water in the place of which he spoke to thee, saying, Thou shalt not eat bread, and shalt not drink water; therefore thy body shall in nowise enter into the sepulchre of thy fathers.",,,
1 Kings,13,23,True,"And it came to pass after he had eaten bread and drunk water, that he saddled the ass for him, and he turned and departed.",,,
1 Kings,13,26,True,"And the prophet that turned him back out of the way heard, and said, This is the man of God who rebelled against the word of the Lord.",,,
1 Kings,13,27,True,,,,
1 Kings,13,28,True,"And he went and found the body cast in the way, and the ass and the lion were standing by the body: and the lion had not devoured the body of the man of God, and had not torn the ass.",,,
1 Kings,13,29,True,"And the prophet took up the body of the man of God, and laid it on his ass; and the prophet brought him back to his city, to bury him in his own tomb,",,,
1 Kings,13,30,True,"and they bewailed him, saying , Alas, brother.",,,
1 Kings,13,31,True,"And it came to pass after he had lamented him, that he spoke to his sons, saying, Whenever I die, bury me in this tomb wherein the man of God is buried; lay me by his bones, that my bones may be preserved with his bones.",,,
1 Kings,13,32,True,"For the word will surely come to pass which he spoke by the word of the Lord against the altar in Bæthel, and against the high houses in Samaria.",,,
1 Kings,13,33,True,"And after this Jeroboam turned not from his sin, but he turned and made of part of the people priests of the high places : whoever would, he consecrated him, and he became a priest for the high places.",,,
1 Kings,14,1,True,,,,
1 Kings,14,2,True,,,,
1 Kings,14,3,True,,,,
1 Kings,14,4,True,,,,
1 Kings,14,5,True,,,,
1 Kings,14,6,True,,,,
1 Kings,14,7,True,,,,
1 Kings,14,8,True,,,,
1 Kings,14,9,True,,,,
1 Kings,14,10,True,,,,
1 Kings,14,11,True,,,,
1 Kings,14,12,True,,,,
1 Kings,14,13,True,,,,
1 Kings,14,14,True,,,,
1 Kings,14,15,True,,,,
1 Kings,14,16,True,,,,
1 Kings,14,17,True,,,,
1 Kings,14,18,True,,,,
1 Kings,14,19,True,,,,
1 Kings,14,20,True,,,,
1 Kings,14,23,True,"And they built for themselves high places, and pillars, and planted groves on every high hill, and under every shady tree.",,,
1 Kings,14,24,True,"And there was a conspiracy in the land, and they did according to all the abominations of the nations which the Lord removed from before the children of Israel.",,,
1 Kings,14,26,True,"and took all the treasures of the house of the Lord, and the treasures of the king's house, and the golden spears which David took out of the hand of the sons of Adrazaar king of Suba, and brought them into Jerusalem, even all that he took, and the golden shields which Solomon had made, [ and carried them away into Egypt.]",,,
1 Kings,14,27,True,"And king Roboam made brazen shields instead of them; and the chiefs of the body guard, who kept the gate of the house of the king, were placed in charge over them.",,,
1 Kings,14,28,True,"And it came to pass when the king went into the house of the Lord, that the body guard took them up, and fixed them in the chamber of the body guard.",,,
1 Kings,14,31,True,"And Roboam slept with his fathers, and was buried with his fathers in the city of David: and Abiu his son reigned in his stead.",,,
1 Kings,15,1,True,"And in the eighteenth year of the reign of Jeroboam son of Nabat, Abiu son of Roboam reigns over Juda.",,,
1 Kings,15,2,True,"And he reigned three years over Jerusalem: and his mother's name was Maacha, daughter of Abessalom.",,,
1 Kings,15,3,True,"And he walked in the sins of his father which he wrought in his presence, and his heart was not perfect with the Lord his God, as was the heart of his father David .",,,
1 Kings,15,4,True,"Howbeit for David's sake the Lord gave him a remnant, that he might establish his children after him, and might establish Jerusalem.",,,
1 Kings,15,5,True,Forasmuch as David did that which was right in the sight of the Lord: he turned not from any thing that he commanded him all the days of his life.,,,
1 Kings,15,6,True,,,,
1 Kings,15,8,True,And Abiu slept with his fathers in the twenty-fourth year of Jeroboam, and he is buried with his fathers in the city of David: and Asa his son reigns in his stead.,,
1 Kings,15,9,True,"In the four and twentieth year of Jeroboam king of Israel, Asa begins to reign over Juda.",,,
1 Kings,15,13,True,"And he removed Ana his mother from being queen, forasmuch as she gathered a meeting in her grove: and Asa cut down her retreats, and burnt them with fire in the brook of Kedron.",,,
1 Kings,15,15,True,"And he brought in the pillars of his father, he even brought in his gold and silver pillars into the house of the Lord, and his vessels.",,,
1 Kings,15,18,True,"And Asa took all the silver and the gold that was found in the treasures of the house of the Lord, and in the treasures of the king's house, and gave them into the hands of his servants; and king Asa sent them out to the son of Ader, the son of Taberema son of Azin king of Syria, who dwelt in Damascus, saying,",,,
1 Kings,15,19,True,"Make a covenant between me and thee, and between my father and thy father: lo! I have sent forth to thee gold and silver for gifts: come, break thy league with Baasa king of Israel, that he may go up from me.",,,
1 Kings,15,20,True,"And the son of Ader hearkened to king Asa, and sent the chiefs of his forces to the cities of Israel; and they smote Ain, Dan, and Abel of the house of Maacha, and all Chennereth, as far as the whole land of Nephthali.",,,
1 Kings,15,22,True,"And king Asa charged all Juda without exception: and they take up the stones of Rama and its timbers with which Baasa was building; and king Asa built with them upon the whole hill of Benjamin, and the watch-tower.",,,
1 Kings,15,23,True,"And the rest of the history of Asa, and all his mighty deeds which he wrought, and the cities which he built, behold, are not these written in the book of the chronicles of the kings of Juda? Nevertheless in the time of his old age he was diseased in his feet.",,,
1 Kings,15,24,True,"And Asa slept with his fathers, and was buried with his fathers in the city of David his father: and Josaphat his son reigns in his stead.",,,
1 Kings,15,27,True,"And Baasa son of Achia, who was over the house of Belaan son of Achia, conspired against him, and smote him in Gabathon of the Philistines; for Nabat and all Israel were besieging Gabathon.",,,
1 Kings,15,28,True,And Baasa slew him in the third year of Asa son of Asa king of Juda, and reigned in his stead.,,
1 Kings,15,29,True,"And it came to pass when he reigned, that he smote the whole house of Jeroboam, and left none that breathed of Jeroboam, until he had destroyed him utterly, according to the word of the Lord which he spoke by his servant Achia the Selonite,",,,
1 Kings,15,30,True,"for the sins of Jeroboam, who led Israel into sin, even by his provocation wherewith he provoked the Lord God of Israel.",,,
1 Kings,15,32,True,,,,
1 Kings,15,33,True,"And in the third year of Asa king of Juda, Baasa the son of Achia begins to reign over Israel in Thersa, twenty and four years.",,,
1 Kings,15,34,True,"And he did that which was evil in the sight of the Lord, and walked in the way of Jeroboam the son of Nabat, and in his sins, as he caused Israel to sin.",,,
1 Kings,16,1,True,"And the word of the Lord came by the hand of Ju son of Anani to Baasa, saying ,",,,
1 Kings,16,3,True,"Behold, I raise up enemies after Baasa, and after his house; and I will make thy house as the house of Jeroboam son of Nabat.",,,
1 Kings,16,4,True,"Him that dies of Baasa in the city the dogs shall devour, and him that dies of his in the field the birds of the sky shall devour.",,,
1 Kings,16,5,True,"Now the rest of the history of Baasa, and all that he did, and his mighty acts, behold, are not these written in the book of the chronicles of the kings of Israel?",,,
1 Kings,16,6,True,"And Baasa slept with his fathers, and they bury him in Thersa; and Ela his son reigns in his stead.",,,
1 Kings,16,7,True,"And the Lord spoke by Ju the son of Anani against Baasa, and against his house, even all the evil which he wrought before the Lord to provoke him to anger by the works of his hands, in being like the house of Jeroboam; and because he smote him.",,,
1 Kings,16,8,True,And Ela son of Baasa reigned over Israel two years in Thersa.,,,
1 Kings,16,9,True,"And Zambri, captain of half his cavalry, conspired against him, while he was in Thersa, drinking himself drunk in the house of Osa the steward at Thersa.",,,
1 Kings,16,10,True,"And Zambri went in and smote him and slew him, and reigned in his stead.",,,
1 Kings,16,11,True,"And it came to pass when he reigned, when he sat upon his throne,",,,
1 Kings,16,12,True,"that he smote all the house of Baasa, according to the word which the Lord spoke against the house of Baasa, and to Ju the prophet,",,,
1 Kings,16,13,True,"for all the sins of Baasa and Ela his son, as he led Israel astray to sin, to provoke the Lord God of Israel with their vanities.",,,
1 Kings,16,15,True,And Zambri reigned in Thersa seven days: and the army of Israel was encamped against Gabathon of the Philistines.,,,
1 Kings,16,16,True,"And the people heard in the army, saying, Zambri has conspired and smitten the king: and the people of Israel made Ambri the captain of the host king in that day in the camp over Israel.",,,
1 Kings,16,19,True,"Because of his sins which he committed, doing that which was evil in the sight of the Lord, so as to walk in the way of Jeroboam the son of Nabat, and in his sins wherein he caused Israel to sin.",,,
1 Kings,16,21,True,Then the people of Israel divides, half the people goes after Thamni the son of Gonath to make him king, and half the people goes after Ambri.,
1 Kings,16,22,True,"The people that followed Ambri overpowered the people that followed Thamni son of Gonath: and Thamni died and Joram his brother at that time, and Ambri reigned after Thamni.",,,
1 Kings,16,23,True,"In the thirty-first year of king Asa, Ambri begins to reign over Israel twelve years: he reigns six years in Thersa.",,,
1 Kings,16,24,True,"And Ambri bought the mount Semeron of Semer the lord of the mountain for two talents of silver; and he built upon the mountain, and they called the name of the mountain on which he built, after the name of Semer the lord of the mount, Semeron.",,,
1 Kings,16,25,True,"And Ambri did that which was evil in the sight of the Lord, and wrought wickedly beyond all that were before him.",,,
1 Kings,16,27,True,"And the rest of the acts of Ambri, and all that he did, and all his might, behold, are not these things written in the book of the chronicles of the kings of Israel?",,,
1 Kings,16,28,True,"And Ambri slept with his fathers, and is buried in Samaria; and Achaab his son reigns in his stead.",,,
1 Kings,16,29,True,"And in the eleventh year of Ambri Josaphat the son of Asa reigns, being thirty-five years old in the beginning of his reign, and he reigned twenty-five years in Jerusalem: and his mother's name was Gazuba, daughter of Seli.",,,
1 Kings,16,29,True,"In the second year of Josaphat king of Juda, Achaab son of Ambri reigned over Israel in Samaria twenty-two years.",,,
1 Kings,16,30,True,"And he walked in the way of Asa his father, and turned not from it, even from doing right in the eyes of the Lord: only they removed not any of the high places; they sacrificed and burnt incense on the high places.",,,
1 Kings,16,30,True,"And Achaab did that which was evil in the sight of the Lord, and did more wickedly than all that were before him.",,,
1 Kings,16,33,True,"and there was no king in Syria, but a deputy.",,,
1 Kings,16,33,True,"And Achaab made a grove; and Achaab did yet more abominably, to provoke the Lord God of Israel, and to sin against his own life so that he should be destroyed: he did evil above all the kings of Israel that were before him.",,,
1 Kings,17,1,True,"And Eliu the prophet, the Thesbite of Thesbæ of Galaad, said to Achaab, As the Lord God of hosts, the God of Israel, lives, before whom I stand, there shall not be these years dew nor rain, except by the word of my mouth.",,,
1 Kings,17,2,True,"And the word of the Lord came to Eliu, saying ,",,,
1 Kings,17,3,True,"Depart hence eastward, and hide thee by the brook of Chorrath, that is before Jordan.",,,
1 Kings,17,4,True,"And it shall be that thou shalt drink water of the brook, and I will charge the ravens to feed thee there.",,,
1 Kings,17,5,True,"And Eliu did according to the word of the Lord, and he sat by the brook of Chorrath before Jordan.",,,
1 Kings,17,6,True,"And the ravens brought him loaves in the morning, and flesh in the evening, and he drank water of the brook.",,,
1 Kings,17,8,True,"And the word of the Lord came to Eliu, saying ,",,,
1 Kings,17,9,True,"Arise, and go to Sarepta of the Sidonian land : behold, I have there commanded a widow-woman to maintain thee.",,,
1 Kings,17,10,True,"And he arose and went to Sarepta, and came to the gate of the city: and, behold, a widow-woman was there gathering sticks; and Eliu cried after her, and said to her, Fetch me, I pray thee, a little water in a vessel, that I may drink.",,,
1 Kings,17,11,True,"And she went to fetch it; and Eliu cried after her, and said, Bring me, I pray thee, a morsel of the bread that is in thy hand.",,,
1 Kings,17,12,True,"And the woman said, As the Lord thy God lives, I have not a cake, but only a handful of meal in the pitcher, and a little oil in a cruse, and, behold, I am going to gather two sticks, and I shall go in and dress it for myself and my children, and we shall eat it and die.",,,
1 Kings,17,14,True,"For thus saith the Lord, The pitcher of meal shall not fail, and the cruse of oil shall not diminish, until the day that the Lord gives rain upon the earth.",,,
1 Kings,17,15,True,"And the woman went and did so , and did eat, she, and he, and her children.",,,
1 Kings,17,19,True,"And Eliu said to the woman, Give me thy son. And he took him out of her bosom, and took him up to the chamber in which he himself lodged, and laid him on the bed.",,,
1 Kings,17,20,True,"And Eliu cried aloud, and said, Alas, O Lord, the witness of the widow with whom I sojourn, thou hast wrought evil for her in slaying her son.",,,
1 Kings,17,21,True,"And he breathed on the child thrice, and called on the Lord, and said, O Lord my God, let, I pray thee, the soul of this child return to him.",,,
1 Kings,17,22,True,"And it was so, and the child cried out,",,,
1 Kings,17,23,True,"and he brought him down from the upper chamber into the house, and gave him to his mother; and Eliu said, See, thy son lives.",,,
1 Kings,17,24,True,"And the woman said to Eliu, Behold, I know that thou art a man of God, and the word of the Lord in thy mouth is true.",,,
1 Kings,18,5,True,"And Achaab said to Abdiu, Come, and let us go through the land, and to the fountains of water, and to the brooks, if by any means we may find grass, and may save the horses and mules, and so they will not perish from the tents.",,,
1 Kings,18,6,True,"And they made a division of the way between them to pass through it: Achaab went one way, and Abdiu went by another way alone.",,,
1 Kings,18,7,True,"And Abdiu was alone in the way; and Eliu came alone to meet him: and Abdiu hasted, and fell upon his face, and said, My lord Eliu, art thou indeed he?",,,
1 Kings,18,8,True,"And Eliu said to him, I am : go, say to thy master, Behold, Eliu is here .",,,
1 Kings,18,9,True,"And Abdiu said, What sin have I committed, that thou givest thy servant into the hand of Achaab to slay me?",,,
1 Kings,18,10,True,"As the Lord thy God lives, there is not a nation or kingdom, whither my lord has not sent to seek thee; and if they said, He is not here , then has he set fire to the kingdom and its territories, because he has not found thee.",,,
1 Kings,18,12,True,"And it shall come to pass when I shall have departed from thee, that the Spirit of the Lord shall carry thee to a land which I know not, and I shall go in to tell the matter to Achaab, and he will not find thee and will slay me: yet thy servant fears the Lord from his youth.",,,
1 Kings,18,13,True,"Has it not been told to thee my lord, what I did when Jezabel slew the prophets of the Lord, that I hid a hundred men of the prophets of the Lord, by fifty in a cave, and fed them with bread and water?",,,
1 Kings,18,14,True,"And now thou sayest to me, Go, say to thy master, Behold, Eliu is here : and he shall slay me.",,,
1 Kings,18,16,True,"And Abdiu went to meet Achaab, and told him: and Achaab hasted forth, and went to meet Eliu.",,,
1 Kings,18,18,True,"And Eliu said, I do not pervert Israel; but it is thou and thy father's house, in that ye forsake the Lord your God, and thou hast gone after Baalim.",,,
1 Kings,18,20,True,"And Achaab sent to all Israel, and gathered all the prophets to mount Carmel.",,,
1 Kings,18,21,True,"And Eliu drew near to them all: and Eliu said to them, How long wilt ye halt on both feet? if the Lord be God, follow him; but if Baal, follow him. And the people answered not a word.",,,
1 Kings,18,22,True,"And Eliu said to the people, I am left, the only one prophet of the Lord; and the prophets of Baal are four hundred and fifty men, and the prophets of the groves four hundred.",,,
1 Kings,18,23,True,"Let them give us two oxen, and let them choose one for themselves, and cut it in pieces, and lay it on the wood, and put no fire on the wood: and I will dress the other bullock, and put on no fire.",,,
1 Kings,18,24,True,"And do ye call loudly on the name of your gods, and I will call on the name of the Lord my God, and it shall come to pass that the God who shall answer by fire, he is God. And all the people answered and said, The word which thou hast spoken is good.",,,
1 Kings,18,25,True,"And Eliu said to the prophets of shame, Choose to yourselves one calf, and dress it first, for ye are many; and call ye on the name of your god; but apply no fire.",,,
1 Kings,18,26,True,"And they took the calf and drest it, and called on the name of Baal from morning till noon, and said, Hear us, O Baal, hear us. And there was no voice, neither was there hearing, and they ran up and down on the altar which they had made.",,,
1 Kings,18,27,True,"And it was noon, and Eliu the Thesbite mocked them, and said, Call with a loud voice, for he is a god; for he is meditating, or else perhaps he is engaged in business, or perhaps he is asleep, and is to be awaked.",,,
1 Kings,18,29,True,"And they prophesied until the evening came; and it came to pass as it was the time of the offering of the sacrifice, that Eliu the Thesbite spoke to the prophets of the abominations, saying, Stand by for the present, and I will offer my sacrifice. And they stood aside and departed.",,,
1 Kings,18,30,True,"And Eliu said to the people, Come near to me. And all the people came near to him.",,,
1 Kings,18,31,True,"And Eliu took twelve stones, according to the number of the tribes of Israel, as the Lord spoke to him, saying, Israel shall be thy name.",,,
1 Kings,18,32,True,"And he built up the stones in the name of the Lord, and repaired the altar that had been broken down; and he made a trench that would hold two measures of seed round about the altar.",,,
1 Kings,18,33,True,"And he piled the cleft wood on the altar which he had made, and divided the whole-burnt-offering, and laid it on the wood, and laid it in order on the altar, and said, Fetch me four pitchers of water, and pour it on the whole-burnt-offering, and on the wood. And they did so.",,,
1 Kings,18,34,True,"And he said, Do it the second time. And they did it the second time. And he said, Do it the third time. And they did it the third time.",,,
1 Kings,18,36,True,"And Eliu cried aloud to heaven, and said, Lord God of Abraam, and Isaac, and Israel, answer me, O Lord, answer me this day by fire, and let all this people know that thou art the Lord, the God of Israel, and I am thy servant, and for thy sake I have wrought these works.",,,
1 Kings,18,37,True,"Hear me, O Lord, hear me, and let this people know that thou art the Lord God, and thou hast turned back the heart of this people.",,,
1 Kings,18,38,True,"Then fire fell from the Lord out of heaven, and devoured the whole-burnt-offerings, and the wood and the water that was in the trench, and the fire licked up the stones and the earth.",,,
1 Kings,18,39,True,"And all the people fell upon their faces, and said, Truly the Lord is God; he is God.",,,
1 Kings,18,41,True,"And Eliu said to Achaab, Go up, and eat and drink, for there is a sound of the coming of rain.",,,
1 Kings,18,42,True,"And Achaab went up to eat and to drink; and Eliu went up to Carmel, and stooped to the ground, and put his face between his knees,",,,
1 Kings,18,43,True,"and said to his servant, Go up, and look toward the sea. And the servant looked, and said, There is nothing: and Eliu said, Do thou then go again seven times.",,,
1 Kings,18,44,True,"And the servant went again seven times: and it came to pass at the seventh time, that, behold, a little cloud like the sole of a man's foot brought water; and he said, Go up, and say to Achaab, Make ready thy chariot, and go down, lest the rain overtake thee.",,,
1 Kings,18,45,True,"And it came to pass in the meanwhile, that the heaven grew black with clouds and wind, and there was a great rain. And Achaab wept, and went to Jezrael.",,,
1 Kings,18,46,True,"And the hand of the Lord was upon Eliu, and he girt up his loins, and ran before Achaab to Jezrael.",,,
1 Kings,19,1,True,"And Achaab told Jezabel his wife all that Eliu had done, and how he had slain the prophets with the sword.",,,
1 Kings,19,2,True,"And Jezabel sent to Eliu, and said, If thou art Eliu and I am Jezabel, God do so to me, and more also, if I do not make thy life by this time to-morrow as the life of one of them.",,,
1 Kings,19,3,True,"And Eliu feared, and rose, and departed for his life: and he comes to Bersabee to the land of Juda, and he left his servant there.",,,
1 Kings,19,4,True,"And he himself went a day's journey in the wilderness, and came and sat under a juniper tree; and asked concerning his life that he might die, and said, Let it be enough now, O Lord, take, I pray thee, my life from me; for I am no better than my fathers.",,,
1 Kings,19,5,True,"And he lay down and slept there under a tree; and behold, some one touched him, and said to him, Arise and eat.",,,
1 Kings,19,6,True,"And Eliu looked, and, behold, at his head there was a cake of meal and a cruse of water; and he arose, and ate and drank, and returned and lay down.",,,
1 Kings,19,7,True,"And the angel of the Lord returned again, and touched him, and said to him, Arise, and eat, for the journey is far from thee.",,,
1 Kings,19,8,True,"And he arose, and ate and drank, and went in the strength of that meat forty days and forty nights to mount Choreb.",,,
1 Kings,19,9,True,"And he entered there into a cave, and rested there; and, behold, the word of the Lord came to him, and he said, What doest thou here, Eliu?",,,
1 Kings,19,10,True,"And Eliu said, I have been very jealous for the Lord Almighty, because the children of Israel have forsaken thee: they have digged down thine altars, and have slain thy prophets with the sword; and I only am left alone, and they seek my life to take it.",,,
1 Kings,19,11,True,"And he said, Thou shalt go forth to-morrow, and shalt stand before the Lord in the mount; behold, the Lord will pass by. And, behold, a great and strong wind rending the mountains, and crushing the rocks before the Lord; but the Lord was not in the wind; and after the wind an earthquake; but the Lord was not in the earthquake:",,,
1 Kings,19,12,True,and after the earthquake a fire, but the Lord was not in the fire: and after the fire the voice of a gentle breeze.,,
1 Kings,19,13,True,"And it came to pass when Eliu heard, that he wrapt his face in his mantle, and went forth and stood in the cave: and, behold, a voice came to him and said, What doest thou here, Eliu?",,,
1 Kings,19,14,True,"And Eliu said, I have been very jealous for the Lord Almighty; for the children of Israel have forsaken thy covenant, and they have overthrown thine altars, and have slain thy prophets with the sword! and I am left entirely alone, and they seek my life to take it.",,,
1 Kings,19,15,True,"And the Lord said to him, Go, return, and thou shalt come into the way of the wilderness of Damascus: and thou shalt go and anoint Azael to be king over Syria.",,,
1 Kings,19,18,True,"And thou shalt leave in Israel seven thousand men, all the knees which had not bowed themselves to Baal, and every mouth which had not worshipped him.",,,
1 Kings,19,19,True,"And he departed thence, and finds Elisaie the son of Saphat, and he was ploughing with oxen; there were twelve yoke before him, and he with the twelve, and he passed by to him, and cast his mantle upon him.",,,
1 Kings,19,20,True,"And Elisaie left the cattle, and ran after Eliu and said, I will kiss my father, and follow after thee. And Eliu said, Return, for I have done a work for thee.",,,
1 Kings,19,21,True,"And he returned from following him, and took a yoke of oxen, and slew them, and boiled them with the instruments of the oxen, and gave to the people, and they ate: and he arose, and went after Eliu, and ministered to him.",,,
1 Kings,20,1,True,"And Nabuthai the Jezraelite had a vineyard, near the threshingfloor of Achaab king of Samaria.",,,
1 Kings,20,2,True,"And Achaab spoke to Nabuthai, saying, Give me thy vineyard, and I will have it for a garden of herbs, for it is near my house: and I will give thee another vineyard better than it; or if it please thee, I will give thee money, the price of this thy vineyard, and I will have it for a garden of herbs.",,,
1 Kings,20,3,True,"And Nabuthai said to Achaab, My God forbid me that I should give thee the inheritance of my fathers.",,,
1 Kings,20,5,True,"And Jezabel his wife went in to him, and spoke to him, saying , Why is thy spirit troubled, and why dost thou eat no bread?",,,
1 Kings,20,6,True,"And he said to her, Because I spoke to Nabuthai the Jezraelite, saying, Give me thy vineyard for money; or if thou wilt, I will give thee another vineyard for it: and he said, I will not give thee the inheritance of my fathers.",,,
1 Kings,20,7,True,"And Jezabel his wife said to him, Dost thou now thus act the king over Israel? arise, and eat bread, and be thine own master , and I will give thee the vineyard of Nabuthai the Jezraelite.",,,
1 Kings,20,8,True,"And she wrote a letter in the name of Achaab, and sealed it with his seal, and sent the letter to the elders, and to the freemen who dwelt with Nabuthai.",,,
1 Kings,20,9,True,"And it was written in the letters, saying, Keep a fast, and set Naboth in a chief place among the people.",,,
1 Kings,20,11,True,"And the men of his city, the elders, and the nobles who dwelt in his city, did as Jezabel sent to them, and as it had been written in the letters which she sent to them.",,,
1 Kings,20,12,True,"And they proclaimed a fast, and set Nabuthai in a chief place among the people.",,,
1 Kings,20,13,True,"And two men, sons of transgressors, came in, and sat opposite him, and bore witness against him, saying, Thou hast blessed God and the king. And they led him forth out of the city, and stoned him with stones, and he died.",,,
1 Kings,20,14,True,"And they sent to Jezabel, saying, Nabuthai is stoned, and is dead.",,,
1 Kings,20,15,True,"And it came to pass, when Jezabel heard it , that she said to Achaab, Arise, take possession of the vineyard of Nabuthai the Jezraelite, who would not sell it to thee: for Nabuthai is not alive, for he is dead.",,,
1 Kings,20,17,True,"And the Lord spoke to Eliu the Thesbite, saying,",,,
1 Kings,20,18,True,"Arise, and go down to meet Achaab king of Israel, who is in Samaria, for he is in the vineyard of Nabuthai, for he has gone down thither to take possession of it.",,,
1 Kings,20,19,True,"And thou shalt speak to him, saying, Thus saith the Lord, Forasmuch as thou hast slain and taken possession, therefore thus saith the Lord, In every place where the swine and the dogs have licked the blood of Nabuthai, there shall the dogs lick thy blood; and the harlots shall wash themselves in thy blood.",,,
1 Kings,20,20,True,"And Achaab said to Eliu, Hast thou found me, mine enemy? and he said, I have found thee : because thou hast wickedly sold thyself to work evil in the sight of the Lord, to provoke him to anger;",,,
1 Kings,20,21,True,"behold, I bring evil upon thee: and I will kindle a fire after thee, and I will utterly destroy every male of Achaab, and him that is shut up and him that is left in Israel.",,,
1 Kings,20,22,True,"And I will make thy house as the house of Jeroboam the son of Nabat, and as the house of Baasa son of Achia, because of the provocations wherewith thou hast provoked me , and caused Israel to sin.",,,
1 Kings,20,23,True,"And the Lord spoke of Jezabel, saying, The dogs shall devour her within the fortification of Jezrael.",,,
1 Kings,20,24,True,"Him that is dead of Achaab in the city shall the dogs eat, and him that is dead of him in the field shall the birds of the sky eat.",,,
1 Kings,20,25,True,"But Achaab did wickedly, in that he sold himself to do that which was evil in the sight of the Lord, as his wife Jezabel led him astray.",,,
1 Kings,20,27,True,"And because of the word, Achaab was pierced with sorrow before the Lord, and he both went weeping, and rent his garment, and girt sackcloth upon his body, and fasted; he put on sackcloth also in the day that he smote Nabuthai the Jezraelite, and went his way.",,,
1 Kings,20,28,True,"And the word of the Lord came by the hand of his servant Eliu concerning Achaab, and the Lord said,",,,
1 Kings,20,29,True,"Hast thou seen how Achaab has been pricked to the heart before me? I will not bring on the evil in his days, but in his son's days will I bring on the evil.",,,
1 Kings,20,30,True,,,,
1 Kings,20,31,True,,,,
1 Kings,20,32,True,,,,
1 Kings,20,33,True,,,,
1 Kings,20,34,True,,,,
1 Kings,20,35,False,,,,
1 Kings,20,36,False,,,,
1 Kings,20,37,False,,,,
1 Kings,20,38,True,,,,
1 Kings,20,39,True,,,,
1 Kings,20,40,True,,,,
1 Kings,20,41,False,,,,
1 Kings,20,42,False,,,,
1 Kings,20,43,True,,,,
1 Kings,21,1,True,"And the son of Ader gathered all his forces, and went up and besieged Samaria, he and thirty-two kings with him, and all his horse and chariots: and they went up and besieged Samaria, and fought against it.",,,
1 Kings,21,2,True,"And he sent into the city to Achaab king of Israel, and said to him, Thus says the son of Ader,",,,
1 Kings,21,4,True,"And the king of Israel answered and said, As thou hast said, my lord, O king, I am thine, and all mine also .",,,
1 Kings,21,6,True,"For at this time to-morrow I will send my servants to thee, and they shall search thy house, and the houses of thy servants, and it shall be that all the desirable objects of their eyes on which they shall lay their hands, they shall even take them .",,,
1 Kings,21,7,True,"And the king of Israel called all the elders of the land, and said, Take notice now and consider, that this man seeks mischief: for he has sent to me concerning my wives, and concerning my sons, and concerning my daughters: I have not kept back from him my silver and my gold.",,,
1 Kings,21,8,True,"And the elders and all the people said to him, Hearken not, and consent not.",,,
1 Kings,21,11,True,"And the king of Israel answered and said, Let it be sufficient; let not the humpbacked boast as he that is upright.",,,
1 Kings,21,13,True,"And, behold, a prophet came to Achaab king of Israel, and said, Thus saith the Lord, Hast thou seen this great multitude? behold, I give it this day into thine hands; and thou shalt know that I am the Lord.",,,
1 Kings,21,15,True,"And Achaab numbered the young men the heads of the districts, and they were two hundred and thirty: and afterwards he numbered the people, even every man fit for war, seven thousand.",,,
1 Kings,21,16,True,"And he went forth at noon, and the son of Ader was drinking and getting drunk in Socchoth, he and the kings, even thirty and two kings, his allies.",,,
1 Kings,21,17,True,"And the young men the heads of the districts went forth first; and they send and report to the king of Syria, saying, There are men come forth out of Samaria.",,,
1 Kings,21,18,True,"And he said to them, If they come forth peaceably, take them alive; and if they come forth to war, take them alive:",,,
1 Kings,21,19,True,and let not the young men the heads of the districts go forth of the city. And the force that was behind them,,,
1 Kings,21,20,True,"smote each one the man next to him; and each one a second time smote the man next to him: and Syria fled, and Israel pursued them; and the son of Ader, even the king of Syria, escapes on the horse of a horseman.",,,
1 Kings,21,21,True,"And the king of Israel went forth, and took all the horses and the chariots, and smote the enemy with a great slaughter in Syria.",,,
